path,start_line,end_line,kind,declared_purpose,actual_behavior,origin_alignment,utility,status,recommended_action,evidence
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,36,41,useful-extension,Persistent memory/MCP access layer for exocortex continuity.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,42,56,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,drift-term
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,57,64,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,65,71,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,72,73,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,74,79,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,80,86,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/architecture/T560_STORAGE_LAYOUT_FIX_2026-04-19.md,87,92,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_GO_NO_GO.md,1,2,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_GO_NO_GO.md,3,14,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_GO_NO_GO.md,15,21,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_KNOWN_LIMITS.md,1,17,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,1,2,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,3,13,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,14,23,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,24,34,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,35,46,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,47,55,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
docs/darwin/hpc/B228_LATE_INTERACTION_RERANKING_PILOT.md,56,68,useful-extension,Repository support code/documentation.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,1,6,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,7,10,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,11,22,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term; completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,23,24,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,25,36,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,37,47,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,drift-term
docs/implementation/DEVELOPMENT_SETUP.md,48,49,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,50,52,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,53,56,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,57,60,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,61,61,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,62,73,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,74,79,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,80,81,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,82,83,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,84,86,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,87,89,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,90,94,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,95,97,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,98,100,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,101,105,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,106,107,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,108,110,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,111,113,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,114,117,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,118,122,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,123,125,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,126,128,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,129,131,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,132,134,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,135,138,documentation-fiction,Apple cockpit/client surface.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,drift-term
docs/implementation/DEVELOPMENT_SETUP.md,139,143,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,144,147,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,148,150,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,151,153,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,154,154,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,155,156,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,157,159,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,160,165,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,166,168,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,169,171,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,172,172,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,173,173,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,174,175,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,176,183,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,184,186,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,187,187,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,188,188,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,189,190,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,191,193,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,194,194,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,195,195,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,196,196,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,197,197,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,198,198,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,199,199,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,200,201,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,202,204,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,205,207,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,208,211,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,212,214,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,215,217,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,218,224,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,225,229,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,230,237,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,238,242,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,243,245,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,246,250,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,drift-term
docs/implementation/DEVELOPMENT_SETUP.md,251,253,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,254,258,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,259,261,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,262,267,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,268,269,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,270,272,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,273,275,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,276,278,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,279,282,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,283,285,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,286,288,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,289,291,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,292,297,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,298,300,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,301,303,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,304,310,documentation-fiction,Persistent memory/MCP access layer for exocortex continuity.,Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,core-term
docs/implementation/DEVELOPMENT_SETUP.md,311,312,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,313,325,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
